candidate_id,target_role,education_level,education_relevance,experience_years,experience_relevance,common_skill_coverage,skill_gap_count,project_count,project_quality_score,project_relevance_score,project_depth_score,project_diversity_score,github_activity_score,live_project_count,portfolio_completeness_score,portfolio_design_score,portfolio_content_score,portfolio_evidence_score,technical_evidence_score,soft_skill_evidence_score,github_available,deployment_available,role_fit_score,portfolio_score,job_ready,shortlisted,hired,successful_candidate,data_origin,split
CAND000784,BI Analyst,BTech,69,2.4,75,96,1,2,71,86,50,63,55,0,76,78,74,63,90,55,1,0,84,73,1,0,0,0,synthetic,train
CAND000785,BI Analyst,MCA,77,1.8,63,47,3,2,58,72,84,59,0,0,66,44,74,61,92,58,0,0,68,62,0,0,0,0,synthetic,train
CAND000786,BI Analyst,MCA,65,2.8,81,89,1,5,79,80,39,67,58,4,99,82,68,80,53,71,1,1,78,83,1,1,0,0,synthetic,train
CAND000787,BI Analyst,BE,83,0.8,59,87,2,1,71,68,55,43,0,0,51,72,70,54,44,67,0,1,72,61,0,0,0,0,synthetic,train
CAND000788,BI Analyst,BE,80,2.0,60,89,1,1,63,99,39,73,37,0,49,79,47,68,74,70,1,0,81,59,1,1,0,0,synthetic,train
CAND000789,BI Analyst,MTech,69,1.1,65,77,3,4,58,97,39,81,41,0,74,32,60,72,82,46,1,0,77,62,0,0,0,0,synthetic,train
CAND000790,BI Analyst,MCA,83,1.3,59,78,2,4,62,67,56,74,85,0,96,78,40,70,79,52,1,0,74,72,1,0,0,0,synthetic,train
CAND000791,BI Analyst,BSc,66,2.1,88,87,1,2,56,84,53,51,0,1,78,71,57,55,66,41,0,1,81,66,1,0,0,0,synthetic,train
CAND000792,BI Analyst,BTech,56,1.9,59,60,3,5,54,76,49,25,0,1,68,77,48,79,90,54,0,1,67,68,0,0,0,0,synthetic,train
CAND000793,BI Analyst,MBA,85,1.1,72,79,2,2,66,63,49,58,14,0,71,91,49,60,62,54,1,0,75,67,0,0,0,0,synthetic,train
CAND000794,BI Analyst,MCA,40,2.7,72,91,1,5,77,71,57,54,86,0,89,84,43,87,99,72,1,0,76,76,1,1,0,0,synthetic,train
CAND000795,BI Analyst,BTech,72,1.6,61,63,3,4,54,82,33,85,37,2,73,19,44,78,78,49,1,1,70,56,0,0,0,0,synthetic,train
CAND000796,BI Analyst,MSc,87,1.1,44,73,2,4,66,82,73,79,0,3,73,45,54,58,96,58,0,1,74,59,0,0,0,0,synthetic,train
CAND000797,BI Analyst,BTech,63,2.6,58,76,3,3,71,73,52,61,54,0,73,45,57,71,85,69,1,0,71,63,0,0,0,0,synthetic,train
CAND000798,BI Analyst,BSc,60,1.3,61,58,3,4,79,84,63,62,0,0,84,59,61,54,90,55,0,1,69,66,0,0,0,0,synthetic,train
CAND000799,BI Analyst,BE,94,1.2,55,56,4,6,78,84,81,54,0,0,94,27,51,74,75,54,0,0,71,65,0,0,0,0,synthetic,train
CAND000800,BI Analyst,BTech,80,0.8,59,75,3,6,69,67,71,70,0,0,93,42,48,64,65,39,0,0,71,64,0,0,0,0,synthetic,train
CAND000801,Backend Developer,BE,95,1.0,66,94,0,2,73,90,26,87,44,0,57,57,93,72,80,50,1,0,86,70,1,0,0,0,original,train
CAND000802,Backend Developer,MSc,86,3.4,57,97,2,2,91,79,57,46,62,2,57,29,43,49,83,81,1,1,81,46,1,1,0,0,original,validation
CAND000803,Backend Developer,Diploma,81,2.5,66,74,5,5,76,90,61,69,100,2,77,32,63,95,89,50,1,1,77,69,1,0,0,0,original,train
CAND000804,Backend Developer,MSc,5,0.5,41,62,2,4,52,74,76,77,0,4,69,66,26,86,72,11,0,1,52,62,0,0,0,0,original,train
CAND000805,Backend Developer,BSc,39,5.1,100,72,2,2,58,100,93,44,71,1,97,64,58,72,100,64,1,1,81,74,1,1,1,1,original,train
CAND000806,Backend Developer,MTech,79,0.4,78,88,2,3,48,67,42,66,0,0,84,87,60,65,84,72,1,0,81,74,1,1,0,0,original,validation
CAND000807,Backend Developer,BTech,59,1.6,48,82,0,3,78,72,69,52,14,0,73,57,66,69,91,64,1,0,71,67,0,0,0,0,original,train
CAND000808,Backend Developer,BTech,91,1.8,78,70,0,1,70,93,72,13,52,1,68,44,72,82,94,82,1,1,84,68,1,1,0,0,original,train
CAND000809,Backend Developer,MTech,51,1.5,32,88,0,5,98,76,18,79,18,1,93,52,63,69,63,100,1,1,65,71,0,0,0,0,original,train
CAND000810,Backend Developer,BBA,71,1.1,73,26,4,1,55,80,43,46,47,0,56,49,37,53,77,78,1,0,63,49,0,0,0,0,original,train
CAND000811,Backend Developer,BTech,78,1.4,66,73,3,3,60,80,100,87,19,0,73,61,70,39,57,51,1,0,72,61,0,0,0,0,original,train
CAND000812,Backend Developer,BTech,52,1.6,73,61,0,2,12,78,35,61,55,2,59,42,57,58,96,55,1,1,72,55,0,0,0,0,original,test
CAND000813,Backend Developer,BE,33,0.8,59,83,0,5,74,100,47,83,92,3,75,100,77,81,100,57,1,1,75,82,1,1,1,0,original,train
CAND000814,Backend Developer,BTech,40,2.4,84,88,0,2,55,74,72,57,49,2,91,59,58,56,100,65,1,1,79,68,1,1,1,0,original,train
CAND000815,Backend Developer,BCA,67,1.7,75,71,4,6,76,69,57,85,71,1,97,12,65,67,80,76,1,1,72,64,0,0,0,0,original,train
CAND000816,Backend Developer,BCA,65,0.9,90,47,2,4,81,65,88,55,32,3,100,49,78,57,100,87,1,1,72,74,1,1,0,0,original,validation
CAND000817,Backend Developer,MCA,74,4.9,89,63,3,5,78,87,74,52,0,2,86,70,47,79,83,88,0,1,78,71,1,0,0,0,original,train
CAND000818,Backend Developer,BBA,32,1.0,62,73,2,3,58,64,71,57,68,3,90,65,37,74,93,66,1,1,65,68,0,0,0,0,original,train
CAND000819,Backend Developer,BCA,45,6.2,100,67,1,4,88,82,54,51,55,1,68,57,87,79,57,52,1,1,74,73,1,0,0,0,original,test
CAND000820,Backend Developer,MSc,91,2.5,96,77,2,5,63,94,62,92,72,5,81,36,64,73,81,70,1,1,88,66,1,1,1,0,original,train
CAND000821,Backend Developer,MBA,49,5.2,87,73,1,7,86,100,67,76,50,4,90,59,90,93,77,80,1,1,78,85,1,1,0,0,original,train
CAND000822,Backend Developer,BTech,31,0.7,100,87,2,1,51,63,59,33,41,0,59,55,73,55,96,76,1,0,77,61,1,0,0,0,original,test
CAND000823,Backend Developer,BE,67,1.3,85,60,3,4,70,39,64,72,45,0,68,68,53,83,82,59,1,0,68,68,0,0,0,0,original,test
CAND000824,Backend Developer,MCA,54,5.4,90,49,3,4,32,85,63,55,71,3,100,68,82,59,100,84,1,1,73,79,1,1,0,0,original,validation
CAND000825,Backend Developer,BTech,67,2.0,46,93,0,2,41,81,46,70,0,1,41,46,50,32,95,62,0,1,77,42,0,0,0,0,original,train
CAND000826,Backend Developer,MSc,69,1.3,56,100,1,3,62,67,19,51,70,1,71,31,43,100,100,17,1,1,79,63,0,0,0,0,original,train
CAND000827,Backend Developer,BTech,68,3.6,52,78,0,4,89,62,63,41,59,0,77,47,55,79,66,51,1,0,68,66,0,0,0,0,original,train
CAND000828,Backend Developer,BTech,91,2.1,72,96,1,5,63,58,64,48,62,5,84,42,62,79,100,74,1,1,84,69,1,0,0,0,original,train
CAND000829,Backend Developer,BBA,96,0.8,46,100,2,5,64,33,32,62,0,1,57,76,49,59,84,57,0,1,74,59,0,0,0,0,original,train
CAND000830,Backend Developer,BE,74,2.0,100,64,0,3,87,100,55,86,68,0,45,61,41,100,80,88,1,0,84,61,1,1,0,0,original,train
CAND000831,Backend Developer,PhD,76,1.3,47,90,1,2,45,78,55,41,65,2,52,53,43,69,100,76,1,1,78,54,0,0,0,0,original,train
CAND000832,Backend Developer,MSc,85,0.3,79,62,5,4,52,68,80,30,45,2,100,73,83,89,67,31,1,1,72,88,1,0,0,0,original,test
CAND000833,Backend Developer,BCA,83,1.5,51,72,4,4,48,95,67,40,0,0,49,72,48,61,72,49,0,0,73,56,0,0,0,0,original,train
CAND000834,Backend Developer,MCA,66,1.2,98,99,1,4,73,66,62,66,72,0,100,48,38,64,90,49,1,0,86,65,1,1,0,0,original,test
CAND000835,Backend Developer,MBA,57,3.8,95,78,2,5,86,84,51,63,54,4,97,63,63,56,80,39,1,1,80,71,1,1,1,0,original,validation
CAND000836,Backend Developer,BE,83,2.7,65,80,5,3,91,69,54,20,18,0,68,36,75,68,61,23,1,0,73,63,0,0,0,0,original,test
CAND000837,Backend Developer,MCA,73,1.7,58,90,0,2,69,85,53,32,37,2,79,54,25,79,63,17,1,1,77,60,0,0,0,0,original,train
CAND000838,Backend Developer,MBA,93,3.5,47,75,4,6,66,100,55,91,0,5,66,89,96,43,57,88,0,1,74,72,1,1,0,0,original,validation
CAND000839,Backend Developer,MCA,85,1.7,52,97,2,3,74,79,87,41,59,2,100,44,45,58,77,78,1,1,79,65,1,0,0,0,original,train
CAND000840,Backend Developer,BTech,84,0.7,47,75,2,3,55,73,47,24,13,0,82,61,53,53,69,42,1,0,70,63,0,0,0,0,original,test
CAND000841,Backend Developer,MSc,30,1.5,66,100,0,0,50,91,26,19,81,0,81,11,43,67,64,61,1,0,74,54,0,0,0,0,original,test
CAND000842,Backend Developer,BSc,33,1.1,70,78,2,0,50,100,34,40,0,0,43,36,50,78,53,31,0,1,69,52,0,0,0,0,original,train
CAND000843,Backend Developer,BBA,22,0.7,60,85,1,1,85,79,65,30,41,0,42,34,23,73,78,38,1,0,67,43,0,0,0,0,original,validation
CAND000844,Backend Developer,MCA,63,1.6,66,38,2,5,76,44,58,59,41,3,96,99,55,69,71,86,1,1,58,80,0,0,0,0,original,train
CAND000845,Backend Developer,MSc,37,2.8,81,73,5,3,71,62,23,52,56,1,80,100,57,56,58,63,1,1,65,72,0,0,0,0,original,test
CAND000846,Backend Developer,BSc,59,0.8,82,54,3,0,59,72,54,83,0,0,71,67,51,54,62,29,0,0,67,61,0,0,0,0,original,train
CAND000847,Backend Developer,MCA,51,0.6,59,95,2,0,64,77,24,35,57,0,81,37,49,58,76,23,1,1,74,58,0,0,0,0,original,test
CAND000848,Backend Developer,BE,69,0.3,76,73,2,3,40,59,48,80,62,2,100,88,46,55,77,37,1,1,73,73,0,0,0,0,original,validation
CAND000849,Backend Developer,BE,80,1.4,67,100,3,2,41,65,38,47,66,0,57,53,52,75,93,73,1,0,82,59,1,0,0,0,original,train
CAND000850,Backend Developer,MSc,39,3.6,26,100,0,4,73,74,57,52,37,3,84,33,47,64,100,87,1,1,69,60,0,0,0,0,original,test
CAND000851,Backend Developer,MSc,61,3.5,74,94,2,4,83,68,83,41,30,0,78,54,71,94,98,57,1,0,80,75,1,1,1,1,original,train
CAND000852,Backend Developer,Diploma,89,0.9,59,64,3,4,80,39,53,52,44,0,74,51,48,69,72,53,1,0,66,62,0,0,0,0,original,train
CAND000853,Backend Developer,BTech,58,0.3,39,73,4,0,50,65,25,74,5,0,48,58,45,33,84,50,1,0,63,46,0,0,0,0,original,validation
CAND000854,Backend Developer,BSc,94,3.3,86,82,3,6,63,76,88,62,74,0,69,70,65,68,100,69,1,0,86,68,1,1,0,0,original,train
CAND000855,Backend Developer,MTech,78,4.1,85,70,6,2,52,62,58,50,67,1,68,88,20,76,81,53,1,1,74,62,0,0,0,0,original,train
CAND000856,Backend Developer,MSc,25,2.8,85,100,1,5,97,75,48,51,0,3,94,55,71,45,98,76,0,1,79,68,1,1,0,0,original,validation
CAND000857,Backend Developer,MSc,92,1.3,100,75,0,3,61,81,68,49,89,2,94,19,45,100,97,46,1,1,89,68,1,0,0,0,original,train
CAND000858,Backend Developer,MCA,82,3.7,60,55,3,5,95,78,38,66,52,5,87,100,59,86,80,56,1,1,70,82,1,0,0,0,original,train
CAND000859,Backend Developer,BE,68,7.1,78,60,2,4,93,84,44,26,77,0,68,70,57,89,100,56,1,0,76,71,1,0,0,0,original,validation
CAND000860,Backend Developer,BTech,36,0.3,55,70,4,4,79,63,45,60,80,3,70,28,59,94,90,55,1,1,62,65,0,0,0,0,original,validation
CAND000861,Backend Developer,BSc,59,1.5,62,100,1,1,50,88,72,1,38,1,71,48,52,39,81,80,1,1,80,54,1,0,0,0,original,train
CAND000862,Backend Developer,BBA,79,5.5,44,97,0,5,91,89,51,21,100,4,99,100,41,95,100,58,1,1,82,84,1,0,0,0,original,train
CAND000863,Backend Developer,MSc,82,4.2,61,79,2,7,71,57,46,41,70,5,100,36,56,56,75,55,1,1,73,65,0,0,0,0,original,train
CAND000864,Backend Developer,BE,65,1.1,54,80,0,3,53,91,41,49,0,0,37,85,67,45,63,72,0,0,73,56,0,0,0,0,original,train
CAND000865,Backend Developer,BCA,81,3.7,82,89,2,4,81,54,80,73,89,2,69,58,52,92,92,49,1,1,81,68,1,0,0,0,original,train
CAND000866,Backend Developer,BCA,66,0.7,61,100,0,4,59,57,77,47,41,2,79,57,33,65,100,48,1,1,79,60,0,0,0,0,original,validation
CAND000867,Backend Developer,MTech,68,3.0,100,84,0,0,20,82,69,85,48,0,67,39,34,55,83,77,1,0,86,50,1,0,0,0,original,train
CAND000868,Backend Developer,MSc,20,2.0,68,91,3,2,55,64,49,59,0,0,46,87,64,47,100,53,0,0,69,59,0,0,0,0,original,validation
CAND000869,Backend Developer,BE,66,0.1,42,95,1,1,44,65,62,62,0,0,53,71,75,32,85,53,0,0,72,57,0,0,0,0,original,train
CAND000870,Backend Developer,BCA,81,5.3,74,67,5,4,79,95,57,43,100,2,77,21,61,100,100,31,1,1,79,68,1,1,0,0,original,train
CAND000871,Backend Developer,BE,66,1.3,33,100,1,0,41,89,74,26,55,0,42,87,60,50,99,50,1,0,77,58,0,0,0,0,original,train
CAND000872,Backend Developer,BE,85,0.6,69,77,2,4,63,74,72,51,85,0,80,72,52,73,89,57,1,0,79,70,1,0,0,0,original,validation
CAND000873,Backend Developer,BTech,72,0.1,33,83,5,6,65,81,56,63,58,4,78,35,54,96,76,94,1,1,68,68,0,0,0,0,original,train
CAND000874,Backend Developer,MCA,48,2.2,63,91,0,4,35,58,49,100,94,2,88,59,23,75,100,41,1,1,74,63,0,0,0,0,original,train
CAND000875,Backend Developer,MBA,95,3.0,34,81,2,5,70,97,33,57,0,5,85,72,80,51,68,76,0,1,75,73,1,1,1,0,original,validation
CAND000876,Backend Developer,MBA,89,3.1,100,100,1,4,100,88,74,51,62,3,92,53,91,58,100,71,1,1,96,75,1,1,1,0,original,train
CAND000877,Backend Developer,BSc,15,1.0,45,85,5,1,59,93,55,85,32,0,58,39,44,61,79,33,1,0,63,51,0,0,0,0,original,train
CAND000878,Backend Developer,BTech,60,1.8,71,82,1,2,82,85,30,80,0,1,42,53,80,43,88,34,0,1,78,54,0,0,0,0,original,train
CAND000879,Backend Developer,BTech,90,1.5,56,40,8,1,62,40,54,52,0,1,73,69,32,64,31,66,0,1,52,60,0,0,0,0,original,validation
CAND000880,Backend Developer,Diploma,87,3.3,46,92,4,1,43,63,28,31,43,1,73,50,78,59,88,66,1,1,75,66,1,1,0,0,original,train
CAND000881,Backend Developer,BE,84,7.9,83,87,0,7,93,82,64,78,93,5,91,33,49,78,89,79,1,1,86,66,1,1,0,0,original,train
CAND000882,Backend Developer,BTech,72,7.3,77,84,0,4,85,72,65,53,100,4,53,37,17,90,88,70,1,1,80,50,1,0,0,0,original,validation
CAND000883,Backend Developer,BTech,67,1.0,77,100,2,2,59,74,46,96,10,0,77,33,63,61,89,58,1,0,83,61,1,0,0,0,original,train
CAND000884,Backend Developer,MCA,92,0.7,51,87,2,3,60,74,44,51,93,0,67,75,3,100,91,40,1,0,79,61,0,0,0,0,original,train
CAND000885,Backend Developer,BTech,39,2.9,61,78,1,4,68,94,94,50,66,0,100,59,64,80,87,66,1,0,72,78,1,0,0,0,original,train
CAND000886,Backend Developer,BE,67,0.6,68,88,1,2,57,100,76,49,0,1,67,63,45,48,73,75,0,1,80,56,1,0,0,0,original,train
CAND000887,Backend Developer,BBA,18,0.8,96,99,1,5,84,67,77,45,21,1,79,26,81,74,58,41,1,1,74,68,0,0,0,0,original,validation
CAND000888,Backend Developer,MTech,54,0.9,100,79,4,6,71,90,93,77,63,1,100,36,75,62,91,50,1,1,82,71,1,1,0,0,original,train
CAND000889,Backend Developer,BE,34,6.2,100,47,6,4,92,54,100,37,49,4,95,50,65,54,75,62,1,1,62,68,0,0,0,0,original,train
CAND000890,Backend Developer,BE,38,2.8,74,74,2,2,66,97,27,47,0,2,73,61,43,67,78,52,0,1,73,62,0,0,0,0,original,train
CAND000891,Backend Developer,BE,94,0.5,83,83,1,1,32,80,58,50,0,0,52,49,52,81,79,59,0,0,85,59,1,0,0,0,original,train
CAND000892,Backend Developer,BCA,99,1.8,99,100,1,5,85,93,48,72,49,0,82,64,85,98,80,82,1,0,96,83,1,1,1,1,original,train
CAND000893,Backend Developer,BE,92,1.2,69,75,0,5,75,65,58,35,66,4,87,66,69,97,75,47,1,1,77,81,1,1,0,0,original,train
CAND000894,Backend Developer,BTech,89,3.8,78,74,2,5,65,83,65,50,69,2,100,54,34,53,100,40,1,1,83,63,1,0,0,0,original,train
CAND000895,Backend Developer,BSc,55,2.2,63,84,4,1,28,51,47,77,0,0,44,60,62,74,57,44,0,0,65,59,0,0,0,0,original,train
CAND000896,Backend Developer,BCA,40,1.2,81,100,1,3,61,88,43,26,12,3,100,74,46,68,48,28,1,1,76,73,0,0,0,0,original,train
CAND000897,Backend Developer,MTech,54,2.8,52,80,3,2,68,48,74,51,54,0,65,58,53,71,95,49,1,0,66,62,0,0,0,0,original,test
CAND000898,Backend Developer,BTech,84,2.5,62,100,1,1,82,99,53,61,0,1,66,40,53,36,76,60,0,1,85,50,1,1,0,0,original,train
CAND000899,Backend Developer,BTech,82,3.1,94,93,3,3,76,95,36,64,53,1,83,78,49,78,70,54,1,1,88,72,1,1,1,0,original,train
CAND000900,Backend Developer,BTech,29,6.6,89,100,1,5,90,59,48,48,0,0,93,70,46,37,100,95,0,0,78,63,1,1,0,0,original,train
CAND000901,Backend Developer,MBA,70,5.3,75,100,0,2,70,85,42,23,38,0,72,54,29,54,70,68,1,0,83,53,1,0,0,0,original,train
CAND000902,Backend Developer,BTech,38,2.3,47,86,2,4,66,66,64,69,43,1,85,48,64,57,85,53,1,1,66,65,0,0,0,0,original,train
CAND000903,Backend Developer,MTech,85,3.5,62,83,0,2,54,78,42,28,0,1,75,32,55,49,53,77,0,1,76,55,0,0,0,0,original,test
CAND000904,Backend Developer,BSc,92,0.2,44,65,3,4,55,100,67,79,0,0,66,63,37,45,97,88,0,0,76,53,0,0,0,0,original,train
CAND000905,Backend Developer,MCA,37,1.3,68,96,0,2,48,95,79,30,0,0,44,47,63,19,85,55,0,0,78,43,0,0,0,0,original,train
CAND000906,Backend Developer,BTech,78,3.3,100,93,3,4,42,71,48,64,0,3,69,55,60,16,80,85,0,1,86,51,1,1,0,0,original,train
CAND000907,Backend Developer,MBA,88,0.3,62,71,4,0,45,77,77,55,54,0,100,42,51,75,48,40,1,1,71,70,0,0,0,0,original,train
CAND000908,Backend Developer,BTech,89,1.5,57,60,4,3,57,42,54,69,0,0,53,85,76,76,82,75,0,0,66,71,0,0,0,0,original,validation
CAND000909,Backend Developer,MCA,28,1.3,73,81,1,2,62,62,90,58,30,2,89,52,27,53,98,69,1,1,70,57,0,0,0,0,original,test
CAND000910,Backend Developer,MSc,62,4.8,58,86,3,3,35,100,62,64,78,0,78,42,43,87,83,69,1,0,77,64,1,1,0,0,original,train
CAND000911,Backend Developer,BTech,64,3.1,66,54,6,3,66,63,74,47,29,2,49,72,62,62,78,66,1,1,63,60,0,0,0,0,original,validation
CAND000912,Backend Developer,BE,81,1.7,56,60,2,2,65,63,51,57,82,0,94,45,73,55,100,77,1,0,70,69,0,0,0,0,original,test
CAND000913,Backend Developer,MCA,70,0.9,89,96,2,4,76,68,81,73,0,2,36,92,61,58,89,78,0,1,84,59,1,0,0,0,original,train
CAND000914,Backend Developer,BBA,78,6.0,100,100,1,5,75,68,65,76,82,3,100,67,40,57,100,61,1,1,91,68,1,1,1,1,original,test
CAND000915,Backend Developer,MSc,87,1.1,72,100,1,3,85,90,54,62,15,0,72,39,56,97,78,46,1,0,87,68,1,1,1,0,original,train
CAND000916,Backend Developer,MSc,44,6.9,61,63,3,5,100,91,89,79,100,3,67,47,66,92,100,75,1,1,69,69,1,0,0,0,original,train
CAND000917,Backend Developer,BE,85,1.2,67,88,1,5,63,91,79,33,41,3,98,61,73,63,33,56,1,1,77,76,1,1,1,0,original,validation
CAND000918,Backend Developer,BTech,83,3.1,53,85,2,0,57,69,85,48,56,0,47,100,34,85,94,59,1,0,77,64,1,0,0,0,original,train
CAND000919,Backend Developer,BTech,50,3.7,57,55,6,5,64,61,98,100,61,4,91,62,73,89,96,40,1,1,61,80,0,0,0,0,original,validation
CAND000920,Backend Developer,BTech,78,2.5,85,35,4,4,74,36,46,58,68,0,100,63,28,96,90,55,1,0,64,74,0,0,0,0,original,test
CAND000921,Backend Developer,MTech,13,2.0,38,90,2,7,61,100,61,51,89,1,100,43,46,89,100,59,1,1,67,72,0,0,0,0,original,train
CAND000922,Backend Developer,BE,93,4.6,81,100,0,4,100,72,59,47,61,3,83,51,45,83,80,75,1,1,88,67,1,1,0,0,original,train
CAND000923,Backend Developer,BBA,80,0.7,69,74,4,1,56,100,76,34,63,0,66,75,51,99,70,49,1,0,78,72,1,1,0,0,original,train
CAND000924,Backend Developer,BBA,66,1.2,82,100,1,0,60,77,36,63,17,0,72,54,53,57,92,45,1,0,85,60,1,1,0,0,original,train
CAND000925,Backend Developer,MCA,50,1.4,66,60,0,2,67,85,24,35,34,0,66,39,76,39,70,79,1,0,68,56,0,0,0,0,original,train
CAND000926,Backend Developer,BTech,95,2.1,78,100,0,3,83,63,56,63,0,2,60,88,50,32,88,40,0,1,87,56,1,0,0,0,original,train
CAND000927,Backend Developer,BSc,78,6.9,93,90,3,3,78,92,56,48,25,1,51,74,41,48,90,54,1,1,88,52,1,0,0,0,original,train
CAND000928,Backend Developer,MCA,71,2.9,67,100,2,3,76,100,59,71,100,1,67,79,56,88,100,55,1,1,87,72,1,1,0,0,original,validation
CAND000929,Backend Developer,Diploma,72,3.6,74,90,3,4,75,82,100,36,100,1,100,46,75,92,100,49,1,1,83,81,1,0,0,0,original,train
CAND000930,Backend Developer,BTech,88,0.9,60,100,1,3,50,83,71,76,34,0,70,43,33,62,88,55,1,0,85,53,1,0,0,0,original,train
CAND000931,Backend Developer,MSc,81,1.2,65,91,2,4,71,89,27,53,0,4,80,67,47,64,53,99,0,1,78,65,1,0,0,0,original,test
CAND000932,Backend Developer,BE,74,3.6,58,75,1,6,91,91,45,72,81,6,100,44,94,56,71,64,1,1,75,76,1,0,0,0,original,test
CAND000933,Backend Developer,BTech,46,1.0,56,28,4,3,55,75,75,90,0,3,46,56,23,52,93,35,0,1,56,44,0,0,0,0,original,train
CAND000934,Backend Developer,BE,68,0.7,52,47,4,7,79,63,76,63,0,6,54,47,88,71,76,83,0,1,60,65,0,0,0,0,original,train
CAND000935,Backend Developer,MCA,94,0.5,60,61,3,5,90,69,31,86,0,4,67,51,45,73,59,72,0,1,69,60,0,0,0,0,original,train
CAND000936,Backend Developer,Diploma,19,5.7,64,84,3,8,100,65,36,58,79,4,80,42,74,87,85,74,1,1,65,73,0,0,0,0,original,test
CAND000937,Backend Developer,BE,34,0.9,67,68,2,0,57,85,50,52,0,0,53,59,44,43,74,88,0,1,67,49,0,0,0,0,original,test
CAND000938,Backend Developer,MCA,62,3.6,82,92,1,5,90,79,90,48,0,1,63,71,69,46,68,63,0,1,80,62,1,0,0,0,original,train
CAND000939,Backend Developer,BTech,93,1.6,59,82,4,2,69,91,74,59,62,0,58,35,66,100,91,48,1,0,81,66,1,0,0,0,original,test
CAND000940,Backend Developer,MTech,75,0.9,75,60,3,2,66,95,51,58,32,1,68,39,53,68,89,35,1,1,76,58,0,0,0,0,original,train
CAND000941,Backend Developer,BTech,57,0.7,58,74,3,3,63,58,54,54,12,0,67,63,54,50,34,67,1,0,61,59,0,0,0,0,original,train
CAND000942,Backend Developer,BE,76,0.9,67,89,6,0,31,75,27,54,0,0,63,67,62,41,67,20,0,1,75,58,0,0,0,0,original,train
CAND000943,Backend Developer,BTech,55,0.8,90,51,1,3,56,59,67,57,52,1,85,58,87,56,96,74,1,1,70,73,1,0,0,0,original,test
CAND000944,Backend Developer,MTech,84,0.1,71,75,3,5,52,55,32,58,36,0,73,55,87,100,65,66,1,0,72,80,1,1,0,0,original,train
CAND000945,Backend Developer,BTech,57,1.7,71,87,4,5,56,83,49,75,0,0,95,64,52,82,80,54,0,0,76,75,1,0,0,0,original,train
CAND000946,Backend Developer,MCA,60,1.2,44,81,1,2,25,88,27,64,58,0,63,48,61,75,87,66,1,0,72,62,0,0,0,0,original,train
CAND000947,Backend Developer,MSc,61,0.2,60,51,5,4,67,72,49,99,52,4,88,63,42,65,84,60,1,1,63,66,0,0,0,0,original,train
CAND000948,Backend Developer,BTech,86,0.8,94,65,3,4,58,81,64,58,0,1,74,75,85,68,76,75,0,1,80,75,1,0,0,0,original,train
CAND000949,Backend Developer,MSc,96,2.0,80,100,1,0,58,78,48,86,48,0,79,47,39,93,95,69,1,1,90,66,1,1,0,0,original,train
CAND000950,Backend Developer,BCA,24,1.2,88,67,2,4,100,77,82,50,70,0,94,74,79,44,100,84,1,0,71,74,1,0,0,0,original,train
CAND000951,Backend Developer,BE,72,0.8,42,84,2,6,65,83,43,70,0,0,91,65,50,69,66,34,0,0,71,70,0,0,0,0,original,train
CAND000952,Backend Developer,BTech,80,7.0,82,97,3,5,65,83,97,63,30,4,91,64,41,69,95,96,1,1,87,68,1,1,1,1,original,train
CAND000953,Backend Developer,BE,88,1.3,62,58,4,1,66,64,58,46,0,0,87,73,47,37,71,75,0,0,68,62,0,0,0,0,original,validation
CAND000954,Backend Developer,MCA,88,0.8,33,90,7,4,58,68,55,70,52,1,78,69,54,96,81,56,1,1,70,75,0,0,0,0,original,test
CAND000955,Backend Developer,MTech,34,0.3,53,51,5,3,81,72,57,67,27,0,66,43,56,29,71,60,1,0,55,50,0,0,0,0,original,train
CAND000956,Backend Developer,BTech,70,2.1,84,67,1,5,56,77,72,94,76,3,83,41,67,76,100,60,1,1,79,69,1,1,0,0,original,train
CAND000957,Backend Developer,MTech,20,2.2,63,76,2,3,77,100,56,42,34,2,80,8,64,54,72,46,1,1,67,55,0,0,0,0,original,train
CAND000958,Backend Developer,BSc,84,5.6,78,100,0,7,59,99,100,65,34,1,91,45,54,85,97,83,1,1,92,71,1,1,0,0,original,train
CAND000959,Backend Developer,BTech,68,0.4,33,100,1,1,90,94,63,40,0,1,76,53,42,52,64,64,0,1,74,57,0,0,0,0,original,validation
CAND000960,Backend Developer,MSc,53,2.4,56,75,3,4,61,52,56,65,47,0,66,21,53,96,53,86,1,0,61,61,0,0,0,0,original,train
CAND000961,Backend Developer,MBA,80,3.2,99,100,1,5,72,86,77,52,64,2,100,77,56,76,97,66,1,1,93,78,1,1,0,0,original,train
CAND000962,Backend Developer,MTech,55,0.8,90,90,0,2,70,94,52,32,36,1,92,45,55,77,90,31,1,1,85,70,1,0,0,0,original,train
CAND000963,Backend Developer,BTech,72,2.3,95,95,1,2,68,71,60,69,0,2,50,39,48,68,81,42,0,1,86,52,1,0,0,0,original,test
CAND000964,Backend Developer,BE,77,3.0,70,61,1,3,53,86,51,47,62,1,77,34,58,69,90,79,1,1,76,62,1,1,0,0,original,validation
CAND000965,Backend Developer,BTech,69,2.5,74,99,0,0,52,86,52,42,0,0,30,74,75,29,100,45,0,0,86,50,1,0,0,0,original,train
CAND000966,Backend Developer,BTech,46,3.4,77,100,0,4,66,60,64,71,100,0,64,18,32,74,100,43,1,0,79,49,0,0,0,0,original,train
